Player,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,labels
Edgar Jones,0.83,1.1,1.93,0.1,-1.68,0.49,-1.19,0.29,157.4,313.8,0.5,1.8,7.4,0.17,155.6,306.4,0.51,0.5,111.0,156.1,0.72,74.8,161.6,236.4,44.9,28.2,59.2,77.0,155.4,427.6,2
Edmund Lawrence,0.1,0.0,0.1,0.2,3.2,-2.2,1.0,0.0,5.0,8.0,0.62,0.0,0.0,0.0,5.0,8.0,0.62,0.62,2.0,4.0,0.5,2.0,2.0,4.0,1.0,1.0,0.0,1.0,6.0,12.0,0
Eduardo Najera,0.83,0.88,1.69,0.08,-1.61,0.78,-0.84,0.41,88.19,185.81,0.46,8.44,27.44,0.24,79.75,158.38,0.5,0.49,37.88,56.94,0.61,64.56,102.0,166.56,36.69,32.06,16.81,30.5,101.25,222.69,0
Edwin Ubiles,-0.1,0.0,0.0,-0.03,-6.0,-2.8,-8.8,-0.1,5.0,18.0,0.28,1.0,5.0,0.2,4.0,13.0,0.31,0.31,3.0,3.0,1.0,2.0,8.0,10.0,1.0,1.0,1.0,1.0,1.0,14.0,3
Edy Tavares,0.0,0.07,0.07,0.1,-5.0,3.6,-1.4,0.03,2.67,3.33,0.85,0.0,0.0,0.0,2.67,3.33,0.85,0.85,0.0,2.0,0.0,2.67,4.67,7.33,0.67,0.0,4.0,1.33,2.0,5.33,0
Efthimi Rentzias,0.0,0.2,0.2,0.06,-3.0,-1.6,-4.7,-0.1,20.0,59.0,0.34,4.0,8.0,0.5,16.0,51.0,0.31,0.37,8.0,9.0,0.89,10.0,16.0,26.0,7.0,6.0,2.0,4.0,21.0,52.0,0
Ekpe Udoh,0.34,0.74,1.11,0.07,-3.21,2.67,-0.59,0.24,76.57,178.29,0.43,0.0,0.71,0.06,76.57,177.57,0.43,0.43,48.57,66.71,0.73,65.86,93.29,159.14,33.71,23.43,60.86,34.57,106.71,201.71,0
Elden Campbell,1.31,1.99,3.28,0.1,-2.95,1.19,-1.76,0.55,211.43,462.76,0.42,0.1,1.95,0.05,211.33,460.81,0.42,0.42,142.95,204.38,0.69,99.1,224.1,323.19,63.71,37.24,81.95,72.67,159.57,565.9,2
Eldridge Recasner,0.56,0.43,0.99,0.05,-2.82,-2.19,-5.03,-0.04,70.11,164.89,0.37,26.56,65.0,0.25,43.56,99.89,0.42,0.42,26.22,29.56,0.9,14.56,44.78,59.33,58.56,14.44,1.33,34.0,45.11,193.0,0
Elfrid Payton,0.97,2.0,2.97,0.06,-0.57,0.17,-0.37,0.97,349.67,783.33,0.44,27.0,93.33,0.29,322.67,690.0,0.46,0.46,125.33,205.0,0.61,91.0,241.33,332.33,510.0,106.33,26.67,186.0,176.33,851.67,1
Elgin Baylor*,0.05,0.2,0.25,0.06,-0.8,-1.4,-2.1,0.0,25.0,58.0,0.43,14.0,46.0,0.31,25.0,58.0,0.43,0.43,13.0,16.5,0.74,19.0,74.0,34.0,10.0,40.5,4.0,16.8,13.0,63.0,0
Elias Harris,0.0,0.0,0.0,0.02,-3.7,2.7,-0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.31,0.0,1.0,0.0,0.0,0.0,0.0,0.76,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3
Elijah Millsap,-0.43,0.57,0.13,-0.06,-6.0,0.13,-5.87,0.0,31.0,94.67,0.26,9.67,34.67,0.13,21.33,60.0,0.31,0.28,24.0,35.33,0.63,12.33,51.33,63.67,26.0,21.0,6.33,26.0,53.0,95.67,3
Elliot Perry,0.31,0.59,0.89,0.03,-2.91,-0.7,-3.59,-0.07,94.12,207.31,0.44,9.38,26.25,0.3,84.75,181.06,0.45,0.46,41.12,53.12,0.7,13.44,40.38,53.81,118.94,40.62,1.5,56.38,49.81,238.75,0
Elliot Williams,0.03,0.08,0.13,0.04,-1.82,-2.97,-4.77,-0.23,34.5,82.5,0.38,10.33,32.0,0.38,24.17,50.5,0.36,0.47,16.33,24.83,0.43,6.33,21.83,28.17,17.67,8.17,1.0,13.67,28.33,95.67,0
Elmer Bennett,-0.14,0.02,-0.1,0.03,-1.88,-0.66,-2.52,-0.08,4.4,13.2,0.35,1.2,4.0,0.26,3.2,9.2,0.36,0.4,4.0,5.6,0.71,0.2,2.6,2.8,6.6,2.6,0.2,6.0,4.6,14.0,0
Elmore Smith,1.34,2.43,3.75,0.09,-2.21,1.23,-0.99,0.69,341.0,708.5,0.49,4.8,17.7,0.0,341.0,708.5,0.49,0.49,132.0,229.2,0.58,121.0,350.3,640.1,85.1,40.6,137.6,29.35,214.8,814.0,1
Elmore Spencer,-0.37,0.37,-0.01,-0.09,-9.61,1.04,-8.61,-0.23,56.29,109.57,0.33,0.0,0.43,0.0,56.29,109.14,0.33,0.33,21.29,36.57,0.62,18.57,62.57,81.14,15.71,7.57,24.57,36.43,49.71,133.86,3
Elston Turner,0.08,0.99,1.06,0.02,-2.84,0.49,-2.39,0.11,131.12,303.62,0.41,0.88,5.75,0.21,130.25,297.88,0.41,0.41,36.5,51.12,0.69,69.5,102.38,171.88,114.25,55.25,3.38,56.88,113.75,299.62,2
Elton Brand,3.87,2.58,6.45,0.13,0.02,1.79,1.82,2.66,388.18,775.59,0.49,0.12,1.24,0.11,388.06,774.35,0.49,0.49,213.35,289.94,0.73,194.35,337.41,531.76,128.47,55.29,107.53,121.18,183.24,989.82,1
Elvin Hayes*,2.23,5.11,7.34,0.11,-0.82,0.71,-0.11,1.66,652.29,1440.71,0.45,5.29,19.86,0.15,651.93,1438.29,0.45,0.45,318.64,473.64,0.67,206.79,520.18,963.36,151.64,68.93,128.64,103.91,261.21,1623.57,1
Em Bryant,0.75,0.85,1.6,0.05,-0.9,-1.2,-1.95,0.0,194.5,452.0,0.44,15.5,50.0,0.32,194.5,452.0,0.44,0.44,113.0,164.0,0.67,26.0,83.5,194.5,279.0,36.0,7.0,12.7,216.5,502.0,2
Emanual Davis,-0.03,0.45,0.42,0.03,-2.23,-0.78,-3.02,-0.05,67.0,170.0,0.4,26.0,73.83,0.35,41.0,96.17,0.43,0.48,23.33,29.67,0.77,13.17,60.17,73.33,66.0,27.83,4.83,44.5,57.33,183.33,0
Emeka Okafor,1.88,3.02,4.92,0.11,-2.03,1.51,-0.5,0.84,328.44,641.33,0.51,0.0,0.22,0.02,328.44,641.11,0.51,0.51,149.33,255.89,0.58,211.89,437.78,649.67,56.89,45.11,108.67,107.89,185.11,806.22,1
Emmanuel Mudiay,-1.85,0.85,-0.95,-0.02,-2.55,-1.5,-4.05,-0.9,268.5,728.0,0.37,65.0,205.0,0.32,203.5,523.0,0.39,0.42,135.5,188.0,0.73,30.5,174.5,205.0,294.5,53.0,24.0,170.0,118.0,737.5,2
Enes Kanter,2.75,1.35,4.11,0.14,-0.25,-2.09,-2.32,-0.16,315.25,597.5,0.53,6.0,19.0,0.38,309.25,578.5,0.53,0.53,137.75,178.75,0.77,182.75,275.75,458.5,40.5,25.5,28.25,103.38,141.38,774.25,2
Ennis Whatley,0.15,0.56,0.73,0.03,-3.58,-0.91,-4.48,-0.07,66.15,141.54,0.45,0.23,2.38,0.2,65.92,139.15,0.46,0.45,35.54,47.31,0.71,15.54,37.77,53.31,136.69,29.85,3.46,53.62,55.46,168.08,0
Eric Anderson,0.0,0.1,0.1,0.11,-3.5,0.05,-3.45,0.0,6.0,17.5,0.34,1.0,1.0,0.6,5.0,16.5,0.31,0.37,8.0,13.5,0.6,6.0,9.5,15.5,2.5,1.5,1.0,3.5,11.5,21.0,0
Eric Bledsoe,1.67,1.67,3.31,0.09,0.69,0.93,1.63,1.61,273.29,615.43,0.44,51.29,153.57,0.32,222.0,461.86,0.48,0.48,185.0,231.29,0.77,48.14,178.0,226.14,274.86,83.29,29.14,161.14,118.14,782.86,1
Eric Dawson,0.0,0.1,0.1,0.11,-3.3,-2.6,-5.9,0.0,7.0,12.0,0.58,0.0,0.0,0.0,7.0,12.0,0.58,0.58,1.0,2.0,0.5,5.0,5.0,10.0,0.0,1.0,2.0,3.0,6.0,15.0,0
Eric Fernsten,0.12,0.35,0.49,0.05,-4.36,0.26,-4.11,0.02,28.25,65.0,0.36,3.25,11.38,0.05,28.25,65.0,0.36,0.36,19.62,28.88,0.69,21.12,34.12,55.25,12.62,7.38,8.12,16.8,24.38,76.12,0
Eric Gordon,2.23,0.7,2.91,0.08,1.58,-2.21,-0.63,0.63,308.0,715.22,0.43,113.67,298.89,0.37,194.33,416.33,0.47,0.51,176.0,215.56,0.82,24.89,114.11,139.0,173.22,54.56,17.67,116.67,109.44,905.67,2
Eric Johnson,-0.8,0.4,-0.4,-0.06,-6.6,0.3,-6.2,-0.3,20.0,84.0,0.24,1.0,6.0,0.17,19.0,78.0,0.24,0.24,13.0,17.0,0.76,8.0,20.0,28.0,64.0,17.0,2.0,26.0,49.0,54.0,3
Eric Leckner,-0.06,0.56,0.52,0.01,-6.02,-1.06,-7.06,-0.46,71.5,144.17,0.46,0.0,0.42,0.0,71.5,143.75,0.46,0.46,39.75,61.17,0.63,37.42,108.33,145.75,21.25,8.42,13.67,38.75,103.42,182.75,0
Eric Maynor,0.03,0.43,0.45,0.01,-3.26,-2.48,-5.73,-0.45,66.55,170.18,0.37,16.27,47.36,0.33,50.27,122.82,0.38,0.43,23.0,32.09,0.71,9.64,41.45,51.09,114.55,16.55,3.09,43.09,43.91,172.36,0
Eric McWilliams,-0.5,0.2,-0.4,-0.07,-0.9,-1.2,-1.9,0.0,34.0,98.0,0.35,15.0,48.0,0.2,34.0,98.0,0.35,0.35,18.0,37.0,0.49,26.0,85.0,60.0,5.0,35.0,7.0,12.8,46.0,86.0,0
Eric Mobley,-0.08,0.34,0.26,0.01,-5.0,-0.38,-5.38,-0.24,50.8,94.2,0.48,0.8,1.2,0.4,50.0,93.0,0.48,0.48,23.2,49.8,0.48,38.6,59.6,98.2,15.8,8.2,17.0,30.6,56.2,125.6,0
Eric Money,0.98,0.86,1.79,0.04,-0.89,-2.07,-2.97,0.12,295.6,597.5,0.49,2.2,8.7,0.32,295.6,597.5,0.49,0.49,98.6,132.3,0.77,43.9,72.1,116.0,220.8,66.4,8.5,114.78,149.6,689.8,2
Eric Montross,-0.08,0.83,0.76,0.03,-4.86,0.74,-4.11,-0.31,83.36,175.0,0.44,0.0,0.21,0.0,83.36,174.79,0.44,0.44,23.86,52.64,0.37,72.71,145.07,217.79,21.29,11.86,28.64,39.43,127.14,190.57,0
Eric Moreland,0.0,0.0,0.0,0.22,-0.35,-4.15,-4.5,0.0,2.0,3.5,0.75,0.0,0.0,0.2,2.0,3.5,0.75,0.75,1.0,2.0,0.61,1.5,4.5,6.0,0.5,0.0,2.0,1.5,2.5,5.0,0
Eric Murdock,1.29,1.29,2.55,0.08,0.24,-0.58,-0.36,0.94,193.91,445.18,0.42,31.0,91.64,0.33,162.91,353.55,0.45,0.46,105.27,133.82,0.78,33.18,96.82,130.0,254.0,87.73,7.09,102.09,101.91,524.09,2
Eric Piatkowski,1.81,0.39,2.21,0.09,0.63,-1.95,-1.32,0.4,146.0,336.5,0.42,61.79,154.86,0.39,84.21,181.64,0.43,0.52,69.0,82.29,0.83,36.29,86.29,122.57,55.57,28.86,8.21,44.86,82.29,422.79,2
Eric Riley,0.02,0.48,0.5,0.07,-4.1,1.08,-3.02,-0.08,43.6,95.6,0.47,0.0,0.8,0.0,43.6,94.8,0.47,0.47,27.6,39.2,0.7,36.0,59.8,95.8,12.0,10.8,26.4,25.2,60.6,114.8,0
Eric Snow,1.23,1.75,2.99,0.07,-2.49,-0.4,-2.89,0.28,148.2,349.2,0.41,3.8,18.8,0.15,144.4,330.4,0.42,0.41,99.8,131.2,0.7,29.2,118.93,148.13,294.8,69.0,7.33,96.93,141.8,400.0,2
Eric Washington,0.2,-0.15,0.0,0.01,-1.35,-1.85,-3.15,-0.5,137.0,341.0,0.4,40.5,117.0,0.35,96.5,224.0,0.42,0.47,43.5,57.5,0.74,41.0,67.0,108.0,54.0,39.0,21.5,53.0,115.0,358.0,0
Eric White,0.32,0.1,0.45,-0.05,-6.38,-2.9,-9.25,-0.18,47.5,91.0,0.39,0.25,0.25,0.49,47.25,90.75,0.39,0.39,28.25,35.25,0.79,24.75,25.75,50.5,10.75,6.75,1.25,18.25,28.0,123.5,0
Eric Williams,0.84,0.72,1.58,0.06,-1.84,-1.38,-3.24,-0.11,125.39,303.61,0.4,16.11,50.39,0.31,109.28,253.22,0.42,0.44,112.67,153.28,0.71,45.33,99.89,145.22,64.17,36.61,6.44,52.44,107.5,379.56,2
Erick Barkley,-0.1,0.15,0.05,-0.02,-3.35,-1.8,-5.15,-0.05,16.0,45.0,0.36,2.0,7.5,0.26,14.0,37.5,0.37,0.4,4.5,5.0,0.84,2.5,8.0,10.5,20.0,9.5,0.5,8.5,15.5,38.5,0
Erick Dampier,1.46,1.87,3.29,0.09,-2.21,1.69,-0.5,0.82,174.0,349.69,0.49,0.12,1.0,0.08,173.88,348.69,0.49,0.49,108.69,173.69,0.61,170.19,267.62,437.81,51.06,20.62,87.38,89.69,179.31,456.81,2
Erick Green,0.03,0.03,0.07,0.09,-0.33,-2.37,-2.67,-0.1,23.67,62.33,0.39,5.33,18.67,0.25,18.33,43.67,0.47,0.43,4.67,5.33,0.94,4.33,9.67,14.0,14.67,4.67,0.0,4.67,11.33,57.33,0
Erick Strickland,0.38,0.93,1.29,0.06,-0.9,-0.48,-1.41,0.16,128.55,333.36,0.37,39.45,113.27,0.34,89.09,220.09,0.39,0.43,70.73,85.36,0.83,22.0,109.36,131.36,118.0,42.36,3.91,65.09,95.18,367.27,2
Erik Daniels,-0.1,0.1,-0.1,-0.06,-6.7,-1.2,-7.9,-0.1,6.0,18.0,0.33,1.0,2.0,0.5,5.0,16.0,0.31,0.36,0.0,0.0,0.76,7.0,11.0,18.0,4.0,2.0,0.0,6.0,7.0,13.0,3
Erik Murphy,-0.2,0.1,-0.1,-0.06,-9.8,1.8,-8.1,-0.1,3.0,13.0,0.23,0.0,3.0,0.0,3.0,10.0,0.3,0.23,0.0,0.0,0.68,2.0,6.0,8.0,2.0,0.0,4.0,2.0,7.0,6.0,3
Ernest Brown,-0.2,0.0,-0.2,-0.35,-21.0,-3.7,-24.7,-0.1,1.0,6.0,0.17,0.0,0.0,0.0,1.0,6.0,0.17,0.17,1.0,4.0,0.25,1.0,5.0,6.0,0.0,0.0,1.0,3.0,4.0,3.0,3
Ernie DiGregorio,-0.1,0.39,0.29,-0.01,-3.17,-2.9,-6.06,-0.87,193.71,465.86,0.42,5.71,20.86,0.32,193.71,465.86,0.42,0.42,69.86,77.71,0.87,19.29,75.0,94.29,247.29,29.71,2.14,34.79,100.0,457.29,0
Ernie Grunfeld,1.26,1.51,2.77,0.09,-1.08,0.14,-0.92,0.44,229.44,480.89,0.47,6.11,19.33,0.28,225.78,470.0,0.47,0.48,106.78,138.67,0.77,57.33,144.33,201.67,157.67,52.44,14.89,89.0,167.89,569.33,2
Ersan Ilyasova,1.73,1.58,3.3,0.11,-0.21,-0.57,-0.8,0.64,226.86,516.93,0.43,64.57,177.07,0.36,162.29,339.86,0.49,0.49,90.29,117.86,0.76,98.21,223.71,321.93,65.79,38.79,20.21,58.29,137.36,608.57,2
Ervin Johnson,1.01,1.92,2.91,0.1,-3.22,1.95,-1.27,0.67,107.15,212.0,0.49,0.15,0.77,0.1,107.0,211.23,0.49,0.49,52.69,87.15,0.6,129.0,267.0,396.0,29.77,36.23,83.62,55.69,186.92,267.15,2
Erwin Mueller,-0.5,0.4,-0.13,-0.05,-1.73,-0.13,-1.8,0.0,67.67,179.0,0.35,5.0,18.0,0.2,67.67,179.0,0.35,0.35,36.0,63.0,0.62,57.0,127.33,128.0,59.0,27.33,19.0,13.97,58.67,171.33,0
Essie Hollis,-0.1,0.2,0.1,0.02,-3.3,-1.2,-4.6,-0.1,30.0,75.0,0.4,13.0,44.0,0.31,30.0,75.0,0.4,0.4,9.0,12.0,0.75,21.0,24.0,45.0,6.0,11.0,1.0,14.0,28.0,69.0,0
Esteban Batista,-0.1,0.2,0.15,0.06,-4.35,-0.9,-5.3,-0.3,21.0,48.0,0.46,0.0,0.5,0.1,21.0,47.5,0.46,0.46,18.5,30.0,0.6,34.0,53.0,87.0,5.5,9.0,5.5,21.0,62.0,60.5,0
Etan Thomas,0.8,0.86,1.63,0.09,-3.51,-0.22,-3.74,-0.12,98.89,192.67,0.5,0.0,0.0,0.02,98.89,192.67,0.5,0.5,62.33,103.33,0.62,75.22,138.89,214.11,16.56,14.22,47.44,42.78,98.78,260.11,0
Etdrick Bohannon,0.02,0.05,0.08,-0.03,-7.92,1.12,-6.82,0.0,4.0,8.5,0.39,0.0,0.0,0.2,4.0,8.5,0.39,0.39,7.75,12.0,0.73,7.5,11.0,18.5,2.75,1.0,4.0,5.5,14.0,15.75,0
Eugene Jeter,0.2,0.5,0.7,0.04,-3.0,-2.4,-5.4,-0.7,106.0,259.0,0.41,6.0,30.0,0.2,100.0,229.0,0.44,0.42,37.0,41.0,0.9,9.0,61.0,70.0,162.0,29.0,2.0,51.0,54.0,255.0,0
Evan Eschmeyer,0.4,0.65,0.98,0.09,-3.05,2.33,-0.73,0.12,39.5,85.25,0.44,0.0,0.0,0.0,39.5,85.25,0.44,0.44,26.25,42.25,0.63,55.0,95.25,150.25,19.0,17.25,23.75,24.0,99.75,105.25,0
Evan Fournier,1.7,0.9,2.6,0.08,0.64,-1.92,-1.22,0.38,278.6,626.0,0.45,96.0,253.2,0.38,182.6,372.8,0.49,0.53,130.4,164.8,0.78,29.0,135.8,164.8,138.2,51.0,3.2,97.6,150.8,783.6,2
Evan Turner,-0.17,2.08,1.92,0.05,-2.61,0.27,-2.37,-0.13,299.44,696.11,0.43,29.67,98.22,0.31,269.78,597.89,0.45,0.45,121.44,154.22,0.78,41.67,300.11,341.78,247.78,56.67,15.11,135.22,142.44,750.0,2
Everette Stephens,-0.25,0.05,-0.15,0.26,4.35,-8.0,-3.6,-0.15,12.5,37.5,0.49,1.0,5.0,0.26,11.5,32.5,0.5,0.5,9.5,12.0,0.89,5.5,6.0,11.5,19.5,4.5,2.0,14.5,11.0,35.5,0
Evers Burns,-0.1,0.1,0.1,0.02,-3.6,-1.2,-4.8,-0.1,22.0,55.0,0.4,0.0,0.0,0.2,22.0,55.0,0.4,0.4,12.0,23.0,0.52,13.0,17.0,30.0,9.0,6.0,3.0,7.0,33.0,56.0,0
Evric Gray,-0.1,0.0,-0.1,-0.08,-6.7,-4.0,-10.8,-0.1,4.0,15.0,0.27,1.0,4.0,0.25,3.0,11.0,0.27,0.3,4.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,5.0,13.0,3
Fab Melo,0.0,0.1,0.0,0.02,-7.5,1.7,-5.8,0.0,3.0,6.0,0.5,0.0,0.0,0.0,3.0,6.0,0.5,0.5,1.0,4.0,0.25,0.0,3.0,3.0,0.0,2.0,2.0,1.0,7.0,7.0,0
Fabricio Oberto,1.0,1.25,2.27,0.1,-2.52,0.97,-1.58,0.55,80.17,139.17,0.58,0.0,0.67,0.03,80.17,138.5,0.58,0.58,19.83,32.17,0.61,73.83,122.0,195.83,50.0,14.83,12.5,37.5,122.17,180.17,0
Fat Lever,2.68,2.88,5.56,0.11,0.98,1.75,2.73,3.05,385.82,864.0,0.43,14.73,47.55,0.27,371.09,816.45,0.45,0.44,162.09,210.18,0.77,131.09,280.09,411.18,426.91,151.45,19.0,133.73,163.91,948.45,1
Fatty Taylor,-0.3,2.5,2.1,0.07,-2.0,2.3,0.3,0.9,132.0,314.0,0.42,0.0,3.0,0.32,132.0,314.0,0.42,0.42,37.0,65.0,0.57,90.0,121.0,211.0,288.0,132.0,9.0,13.9,202.0,301.0,2
Felipe Lopez,0.33,0.5,0.82,0.04,-1.78,-0.72,-2.48,-0.1,126.83,292.0,0.43,11.17,33.17,0.33,115.67,258.83,0.44,0.45,68.17,101.83,0.66,44.5,95.17,139.67,59.83,37.17,15.33,56.17,101.17,333.0,0
Felton Spencer,0.56,1.02,1.6,0.09,-2.88,0.09,-2.79,-0.2,95.21,196.43,0.51,0.0,0.07,0.0,95.21,196.36,0.51,0.51,75.71,116.43,0.63,105.0,170.14,275.14,16.79,20.14,41.71,53.93,170.79,266.14,2
Fennis Dembo,-0.2,0.1,-0.1,-0.04,-6.0,-2.8,-8.8,-0.1,14.0,42.0,0.33,0.0,4.0,0.0,14.0,38.0,0.37,0.33,8.0,10.0,0.8,8.0,15.0,23.0,5.0,1.0,0.0,7.0,15.0,36.0,3
Fernando Martin,-0.6,0.2,-0.4,-0.14,-9.5,0.8,-8.7,-0.2,9.0,31.0,0.29,0.0,1.0,0.0,9.0,30.0,0.3,0.29,4.0,11.0,0.36,8.0,20.0,28.0,9.0,7.0,1.0,20.0,24.0,22.0,3
Festus Ezeli,0.73,1.23,1.97,0.13,-2.83,1.73,-1.1,0.2,91.67,178.67,0.51,0.0,0.0,0.0,91.67,178.67,0.51,0.51,54.0,97.0,0.56,97.33,144.33,241.67,21.0,16.0,55.33,44.33,109.33,237.33,2
Flynn Robinson,1.2,0.72,1.9,0.14,-1.02,-0.82,-1.74,0.06,180.4,385.6,0.47,11.0,38.0,0.33,180.4,385.6,0.47,0.47,74.0,87.0,0.82,36.0,102.2,76.4,89.2,34.8,10.0,13.48,88.4,434.8,2
Foots Walker,1.28,1.84,3.09,0.09,-0.6,0.8,0.22,1.05,153.8,353.7,0.43,4.7,17.8,0.28,152.8,349.3,0.43,0.43,111.3,146.0,0.77,45.9,122.7,168.6,311.1,99.2,8.3,83.4,141.4,419.9,2
Forrest McKenzie,-0.2,0.0,-0.2,-0.22,-12.5,-6.3,-18.8,-0.2,7.0,28.0,0.25,1.0,2.0,0.5,6.0,26.0,0.23,0.27,2.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,0.0,3.0,9.0,17.0,3
Francisco Elson,-0.01,0.92,0.92,0.01,-5.38,0.19,-5.2,-0.02,63.23,136.0,0.43,0.23,1.31,0.06,63.0,134.69,0.43,0.43,23.15,33.23,0.65,42.54,99.92,142.46,22.0,18.77,21.15,31.0,84.85,149.85,0
Francisco Garcia,0.8,0.8,1.63,0.06,-0.8,0.02,-0.77,0.44,140.17,329.92,0.41,54.0,150.5,0.35,86.17,179.42,0.47,0.49,52.67,65.75,0.76,23.83,100.42,124.25,67.5,40.58,35.5,48.08,109.75,387.0,2
Frank Brickowski,0.9,1.21,2.11,0.08,-1.54,0.13,-1.42,0.46,206.5,401.0,0.5,3.69,12.12,0.18,202.81,388.88,0.51,0.51,109.12,147.0,0.74,71.25,174.38,245.62,101.44,46.5,19.88,99.06,166.12,525.81,2
Frank Johnson,0.34,1.39,1.72,0.06,-1.42,-1.11,-2.53,-0.08,194.7,443.3,0.44,5.3,24.3,0.16,189.4,419.0,0.46,0.45,99.0,130.3,0.76,30.9,71.6,102.5,247.6,57.0,3.6,105.4,111.6,493.7,2
Frank Kaminsky,0.8,2.0,2.8,0.07,-1.2,-0.15,-1.35,0.25,267.5,663.5,0.4,92.0,278.0,0.33,175.5,385.5,0.46,0.47,113.0,152.0,0.74,63.0,272.5,335.5,130.0,42.5,38.5,67.0,132.5,740.0,2
Frank Kendrick,0.1,0.2,0.3,0.12,0.7,-2.3,-1.6,0.0,31.0,77.0,0.4,14.0,46.0,0.31,31.0,77.0,0.4,0.4,18.0,22.0,0.82,19.0,17.0,36.0,6.0,11.0,3.0,12.8,22.0,80.0,0
Frank Kornet,-0.25,0.25,-0.05,-0.01,-4.45,-1.7,-6.1,-0.3,32.5,88.0,0.37,5.0,19.0,0.26,27.5,69.0,0.4,0.4,15.5,26.0,0.58,17.5,30.0,47.5,15.0,9.5,2.0,17.0,41.0,85.5,0
Frank Oleynick,-0.35,0.3,-0.05,-0.01,-4.2,-3.0,-7.2,-0.8,104.0,269.5,0.38,9.0,32.0,0.32,104.0,269.5,0.38,0.38,46.0,65.0,0.71,11.5,33.5,45.0,56.5,17.0,5.0,12.79,55.0,254.0,0
Frank Russell,-0.1,0.2,0.1,0.03,-2.5,0.6,-1.8,0.0,29.0,77.0,0.38,0.0,1.0,0.33,29.0,77.0,0.38,0.38,16.0,18.0,0.89,73.0,149.0,17.0,15.0,20.0,30.0,15.3,12.0,74.0,0
Frank Schade,0.0,0.0,0.0,0.03,-0.9,-1.4,-2.1,0.0,2.0,7.0,0.29,13.0,46.0,0.32,2.0,7.0,0.29,0.29,6.0,6.0,1.0,19.0,75.0,6.0,10.0,40.0,4.0,16.7,12.0,10.0,0
Frank Williams,-0.2,0.23,-0.0,-0.04,-5.5,-0.53,-6.03,-0.27,30.67,87.0,0.27,8.0,26.67,0.22,22.67,60.33,0.26,0.31,15.0,18.0,0.77,4.33,21.33,25.67,55.33,11.33,3.67,27.67,29.0,84.33,3
Frankie King,0.0,0.05,0.0,-0.06,-6.0,-0.7,-6.7,0.0,5.0,14.0,0.34,0.5,1.5,0.25,4.5,12.5,0.35,0.36,3.0,4.0,0.67,2.5,5.5,8.0,3.5,3.0,0.0,2.5,5.5,13.5,3
Frankie Sanders,-0.08,0.35,0.22,0.04,-2.52,-0.95,-3.48,-0.12,61.0,142.25,0.43,6.75,24.0,0.31,61.0,142.25,0.43,0.43,32.0,39.5,0.82,19.0,41.25,60.25,30.25,14.5,3.25,32.75,39.5,154.0,0
Franklin Edwards,0.09,0.53,0.56,0.02,-2.76,-1.96,-4.73,-0.3,105.43,234.86,0.43,0.14,4.71,0.06,105.29,230.14,0.45,0.43,46.43,58.43,0.76,11.14,31.71,42.86,110.57,35.57,3.0,56.86,49.71,257.43,0
Fred Brown,2.98,1.88,4.86,0.11,1.28,-1.03,0.28,1.28,462.0,966.77,0.47,12.54,37.04,0.34,453.54,944.08,0.47,0.48,145.85,170.08,0.85,60.04,141.15,202.85,243.08,92.69,15.69,71.47,149.0,1078.31,1
Fred Carter,0.35,1.23,1.57,0.01,-1.45,-0.83,-2.24,0.18,401.36,936.18,0.41,5.91,20.73,0.33,401.36,936.18,0.41,0.41,146.09,213.27,0.64,63.23,140.55,239.27,212.45,48.27,18.36,14.15,179.09,948.82,2
Fred Cofield,-0.5,0.3,-0.25,-0.08,-6.85,0.0,-6.85,-0.25,38.5,97.5,0.3,1.5,8.0,0.1,37.0,89.5,0.31,0.3,6.0,10.0,0.69,3.5,22.0,25.5,43.0,11.0,1.5,25.0,33.0,84.5,3
Fred Foster,-0.36,0.58,0.2,-0.0,-2.21,-0.98,-3.14,-0.25,164.25,407.0,0.4,3.0,11.44,0.31,164.25,407.0,0.4,0.4,68.12,93.38,0.68,53.12,102.25,131.88,64.88,23.75,13.88,14.28,108.12,396.62,0
Fred Hetzel,0.4,0.5,0.9,0.07,-1.1,-0.5,-1.5,0.1,111.0,256.0,0.43,9.0,32.0,0.31,111.0,256.0,0.43,0.43,60.0,77.0,0.78,45.0,117.0,149.0,37.0,33.0,13.0,12.6,99.0,282.0,0
Fred Hilton,-1.95,0.25,-1.75,-0.08,-1.35,-0.55,-1.8,0.0,250.0,644.5,0.39,7.5,26.0,0.33,250.0,644.5,0.39,0.39,65.5,87.5,0.76,48.5,116.25,127.0,95.0,31.0,13.0,13.3,122.5,565.5,2
Fred Hoiberg,1.73,1.04,2.76,0.12,-0.14,0.17,0.02,0.71,95.9,222.7,0.41,37.3,94.1,0.34,58.6,128.6,0.45,0.48,65.3,76.5,0.86,14.3,129.5,143.8,84.6,42.8,5.9,29.2,78.3,294.4,2
